GC.F.Open,GC.F.High,GC.F.Low,GC.F.Close,GC.F.Volume,GC.F.Adjusted
872.200012,884.700012,872.200012,882.200012,395,882.200012
884,889.099976,879,884.799988,119,884.799988
882.400024,886.099976,874.700012,882.200012,360,882.200012
882.5,899.400024,882.5,894.700012,418,894.700012
896.099976,897.799988,887.400024,890.900024,362,890.900024
890,895.299988,888.900024,892.799988,665,892.799988
890.900024,893.400024,872.799988,879.299988,632,879.299988
874,875.700012,865,867.400024,212,867.400024
868.799988,889,866.099976,887,655,887
886.900024,895.099976,880.700012,882.099976,230,882.099976
883.099976,893,883,891.799988,330,891.799988
893.599976,909,892.599976,905.900024,234,905.900024
911.200012,913.599976,906.700012,913.599976,438,913.599976
918,918,906.299988,907.400024,1179,907.400024
899.700012,899.700012,890.099976,892.799988,308,892.799988
890.099976,902.5,887.799988,899.799988,809,899.799988
898.200012,898.900024,881.299988,890.700012,212,890.700012
884,889.200012,881.5,887.599976,506,887.599976
885.799988,907.5,885.799988,901.599976,83,901.599976
903.5,912.299988,902,903.700012,69,903.700012
901.299988,911.099976,901.299988,910.5,30,910.5
922.400024,924,910.400024,915,64,915
910.099976,915.299988,910.099976,914.400024,156,914.400024
913.099976,914.400024,913.099976,913,2,913
918.5,923.5,916.099976,923.5,24,923.5
922,929.700012,921.200012,925.5,71,925.5
922.599976,922.599976,922.599976,928,1,928
925.200012,931.599976,925.200012,930.900024,45,930.900024
929.599976,932.900024,918.700012,921.299988,71,921.299988
926.299988,926.299988,926.299988,926.299988,71,926.299988
933,940.5,931,937,67,937
939.099976,943.900024,937.400024,950.799988,71,950.799988
956.900024,958.700012,956.900024,958.5,12,958.5
953,953.5,944,953.099976,20,953.099976
947.200012,956,947.200012,953.200012,151332,953.200012
948.599976,964.900024,944,961.5,74257,961.5
959.200012,980.400024,959,978.799988,7607,978.799988
978.799988,988.099976,973,978.599976,2883,978.599976
974.700012,986.5,969.799988,983.200012,2345,983.200012
981.700012,990.299988,961,964.5,1187,964.5
963.599976,982,960.900024,981.200012,600,981.200012
981.400024,983,954,961.700012,714,961.700012
958,960.099976,944.400024,951.700012,580,951.700012
953.5,963.700012,948.400024,954,684,954
956,966,949.200012,954,698,954
954.299988,961.900024,943.099976,961.299988,583,961.299988
955.900024,956.5,935.799988,940.099976,166,940.099976
938.5,938.5,926.900024,926.900024,258,926.900024
930.900024,938.599976,930.900024,931.599976,149,931.599976
931.5,937.799988,930.400024,935.400024,29,935.400024
942,942,931,934,91,934
932,936.5,932,935.599976,73,935.599976
925,926.200012,919,920.599976,134,920.599976
921.900024,926.5,917.299988,923.900024,181,923.900024
925.400024,942.700012,922.900024,934.099976,588,934.099976
932.299988,939.099976,932.299988,939.099976,72,939.099976
945.299988,946,939.599976,940.700012,185,940.700012
940.200012,942.5,934.799988,940.400024,445,940.400024
941.400024,943.900024,925.299988,927.099976,128,927.099976
929.299988,944.200012,928,941,88,941
941.400024,941.5,926.599976,930.700012,67,930.700012
933.5,933.5,920.200012,924,108,924
924.200012,931.700012,921.200012,928.799988,57,928.799988
919.599976,919.599976,905.599976,909,41,909
907.200012,917.400024,907.200012,915.900024,74,915.900024
910.700012,913.5,908.5,912.200012,40,912.200012
911.5,922.200012,908.400024,922.200012,30,922.200012
920.200012,926.200012,920.200012,922.5,64,922.5
928.900024,941,928.299988,939.099976,67,939.099976
938.400024,938.400024,934.799988,935.099976,63,935.099976
936.900024,937.799988,931.799988,937.200012,34,937.200012
954.099976,954.5,950.900024,948.5,5,948.5
948.599976,948.599976,945.799988,946.599976,15,946.599976
949.200012,953,946.400024,953,71,953
954.200012,954.200012,949.799988,954.5,47,954.5
950.299988,952.799988,950.299988,952.799988,77,952.799988
955.099976,957.099976,953.299988,953.299988,5,953.299988
949.5,949.5,937.5,939,10,939
927.200012,927.200012,927.200012,927.200012,129090,927.200012
929.200012,937,928.400024,934.900024,36620,934.900024
934.400024,958.099976,932,953.700012,10747,953.700012
952.599976,964,952.400024,956.599976,2602,956.599976
956.599976,969.5,950.799988,967.5,565,967.5
967.599976,968.099976,959.799988,964.200012,742,964.200012
964.099976,971.099976,956.5,960.700012,543,960.700012
964.299988,964.299988,954.599976,957.299988,641,957.299988
955,956.099976,943.5,945,395,945
947.200012,949.700012,943.099976,945.799988,106,945.799988
947.5,951.5,943,950.700012,102,950.700012
952.599976,960.099976,952.299988,954.700012,104,954.700012
957.400024,957.400024,942.099976,947,141,947
947.400024,947.400024,931.5,934.299988,128,934.299988
938.599976,938.599976,935.5,937.700012,276,937.700012
941.799988,944.900024,933.400024,943.299988,194,943.299988
942.900024,945.700012,940.099976,940.299988,35,940.299988
957,957.599976,952.599976,953.200012,53,953.200012
953.5,957,941.299988,942.299988,198,942.299988
946.299988,954.5,943.5,944.5,143,944.5
947.5,948.200012,940.299988,944.299988,128,944.299988
944.200012,949.400024,942.900024,945.5,193,945.5
949.299988,962.200012,948.099976,957,182,957
959.5,959.5,944.799988,951.700012,21,951.700012
954.200012,956.5,948.700012,954.700012,17,954.700012
954,978.799988,954,976.599976,65,976.599976
978.099976,995.799988,978.099976,995.799988,55,995.799988
992.599976,995,985.5,994.900024,75,994.900024
993.5,1006.900024,993.200012,997.900024,90,997.900024
1002,1002.799988,988.799988,995.299988,84,995.299988
996.200012,997.200012,987.299988,995.400024,51,995.400024
999.700012,1011.900024,999.700012,1004.900024,198,1004.900024
1002.900024,1003.799988,998.5,999.900024,91,999.900024
998,1008,994.900024,1005,118,1005
1014.700012,1019.799988,1014.700012,1018.900024,92,1018.900024
1017.200012,1019.5,1011.599976,1012.299988,48,1012.299988
1013.900024,1017.599976,1009.200012,1009.200012,26,1009.200012
1003.700012,1003.700012,998,1003.700012,26,1003.700012
1011.5,1019.400024,1011.5,1014.200012,67,1014.200012
1014.400024,1015.200012,1008.200012,1013,212,1013
1015,1015,993.900024,997.5,123,997.5
997.299988,997.400024,986.700012,990.200012,70,990.200012
993.200012,993.200012,991.400024,992.5,6999,992.5
990.5,995.700012,984.700012,993.099976,5742,993.099976
992.5,1009,992.5,1008,1393,1008
1007.400024,1008.799988,998,999.5,213,999.5
998.799988,1007.299988,986.799988,1003.200012,247,1003.200012
1004.099976,1017.599976,1003,1016.700012,180,1016.700012
1019.5,1043.800049,1018.299988,1038.599976,180,1038.599976
1038.300049,1048.199951,1038.300049,1043.300049,180,1043.300049
1045.800049,1060.400024,1045.099976,1055.400024,160,1055.400024
1049.300049,1051.5,1044,1047.800049,175,1047.800049
1049,1058.400024,1049,1056.699951,209,1056.699951
1064,1068.400024,1056.5,1064.199951,183,1064.199951
1064,1070.199951,1057.599976,1063.900024,140,1063.900024
1062.199951,1062.199951,1048,1049.800049,179,1049.800049
1051.5,1056.199951,1043.699951,1050.699951,76,1050.699951
1053.599976,1061.199951,1049.199951,1057.300049,157,1057.300049
1065.5,1066.199951,1054,1057.800049,231,1057.800049
1053.699951,1064,1047.5,1063.699951,35,1063.699951
1061.199951,1061.199951,1051.5,1057.800049,173,1057.800049
1063.800049,1065.900024,1050.199951,1055.599976,116,1055.599976
1055.599976,1055.599976,1039.900024,1042.099976,76,1042.099976
1039.5,1042.099976,1034.699951,1034.699951,100,1034.699951
1042.099976,1042.099976,1028,1029.900024,307,1029.900024
1035.199951,1047.300049,1032.400024,1046.400024,234,1046.400024
1045.5,1045.800049,1035.599976,1039.699951,148,1039.699951
1053.400024,1061.800049,1043.5,1053.400024,41,1053.400024
1084.300049,1087,1056.800049,1084.300049,196,1084.300049
1086.699951,1097.400024,1082.199951,1086.699951,114,1086.699951
1088.699951,1092.300049,1086,1088.699951,63,1088.699951
1095.099976,1100,1090.199951,1095.099976,102,1095.099976
1098.599976,1109.300049,1098.599976,1100.800049,102,1100.800049
1100.900024,1108.599976,1098.199951,1101.900024,92,1101.900024
1114,1117.599976,1106.300049,1114,104,1114
1106,1121.300049,1104.300049,1106,68,1106
1116.099976,1118.199951,1105,1116.099976,56,1116.099976
1138.599976,1140.5,1127.199951,1138.599976,64,1138.599976
1138.800049,1140.400024,1131.300049,1138.800049,67,1138.800049
1140.699951,1149.400024,1136.5,1140.699951,77,1140.699951
1141.400024,1144.800049,1135.5,1141.400024,20,1141.400024
1146.400024,1147.900024,1137.300049,1146.400024,18,1146.400024
1164.300049,1163,1164.300049,1164.300049,3,1164.300049
1165.5,1169.800049,1167.5,1165.5,26,1165.5
1186.900024,1186.900024,1186.900024,1186.900024,205513,1186.900024
NA,NA,NA,NA,NA,NA
1179.900024,1183.699951,1163.699951,1181.099976,14549,1181.099976
1181,1202.699951,1176,1199.099976,3787,1199.099976
1196.400024,1217.300049,1196.300049,1212,2145,1212
1218,1226.400024,1204.599976,1217.400024,1530,1217.400024
1207.800049,1211.199951,1147,1168.800049,4288,1168.800049
1157.599976,1165.5,1136.300049,1163.400024,3669,1163.400024
1159.5,1169.300049,1125.300049,1142.800049,784,1142.800049
1130.300049,1147,1116.5,1120.400024,2256,1120.400024
1125.699951,1134.800049,1122.199951,1125.699951,344,1125.699951
1132.699951,1141.400024,1110.800049,1119.400024,912,1119.400024
1123.300049,1127.5,1114.5,1123.300049,230,1123.300049
1127.900024,1128.599976,1111.900024,1122.400024,242,1122.400024
1125.699951,1140,1122.400024,1135.5,205,1135.5
1141.5,1141.5,1095.699951,1106.800049,422,1106.800049
1110.800049,1115.199951,1097.800049,1110.800049,404,1110.800049
1095.400024,1119.199951,1090.800049,1095.400024,248,1095.400024
1095.300049,1097.400024,1075,1086,480,1086
1093.300049,1094.599976,1080,1093.300049,168,1093.300049
NA,NA,NA,NA,NA,NA
1107.199951,1111.900024,1102.800049,1107.199951,350,1107.199951
1097,1105.199951,1097,1097,1038,1097
1091.5,1097.099976,1086,1091.5,399,1091.5
1095.199951,1106.099976,1094,1095.199951,149,1095.199951
1117.699951,1122.300049,1097.099976,1117.699951,184,1117.699951
1118.099976,1126.5,1115,1118.099976,53,1118.099976
1135.900024,1139.199951,1120.699951,1135.900024,363,1135.900024
1133.099976,1133.099976,1129.199951,1133.099976,56,1133.099976
1138.199951,1138.199951,1122.699951,1138.199951,54,1138.199951
1150.699951,1161.199951,1143,1150.699951,177,1150.699951
1128.900024,1157.199951,1127.199951,1128.900024,51,1128.900024
1136.400024,1136.400024,1121,1136.400024,58,1136.400024
1137,1145.900024,1132.800049,1142.599976,81,1142.599976
1132.800049,1133.400024,1127.199951,1130.099976,50,1130.099976
1139.699951,1139.699951,1130.5,1139.699951,22,1139.699951
1123.300049,1133,1109.800049,1112.300049,28,1112.300049
1102.699951,1107.5,1090.199951,1102.699951,99,1102.699951
1089.199951,1095.400024,1083,1089.199951,58,1089.199951
1095.199951,1095.199951,1095.199951,1095.199951,8,1095.199951
1097.900024,1097.900024,1097.900024,1097.900024,4,1097.900024
1084.400024,1084.400024,1084.400024,1084.400024,206694,1084.400024
1087.800049,1095.699951,1073.199951,1083.599976,101168,1083.599976
1085,1090.800049,1074.5,1083,11456,1083
1081,1107.300049,1076.800049,1104.300049,2452,1104.300049
1117.400024,1118.5,1100.199951,1117.400024,3326,1117.400024
1115.800049,1124.900024,1108.599976,1111.400024,853,1111.400024
1110,1110.699951,1059,1062.400024,1426,1062.400024
1052.199951,1068.5,1045.199951,1052.199951,1956,1052.199951
1065.699951,1073.400024,1061.599976,1065.699951,549,1065.699951
1076.699951,1082,1063.099976,1076.699951,387,1076.699951
1075.800049,1081.099976,1063.300049,1075.800049,640,1075.800049
1076.800049,1097.099976,1075.599976,1094.199951,1491,1094.199951
1089.5,1092,1079.800049,1089.5,197,1089.5
1119.300049,1120.400024,1092.400024,1119.300049,928,1119.300049
1119.5,1127,1108.5,1119.5,1083,1119.5
1118,1123.699951,1100.800049,1118,989,1118
1121.300049,1126.199951,1099.699951,1121.300049,137,1121.300049
1112.599976,1127.400024,1110,1112.599976,124,1112.599976
1116.400024,1118.300049,1102.599976,1102.699951,152,1102.699951
1096.5,1096.5,1096.5,1096.5,751,1096.5
1107.800049,1108.199951,1088.699951,1107.800049,386,1107.800049
1106.800049,1118.300049,1106.800049,1118.300049,382,1118.300049
1119.300049,1121.900024,1113.599976,1117.800049,184,1117.800049
1136.900024,1137.400024,1115.699951,1136.900024,155,1136.900024
1142.699951,1145,1133.699951,1142.699951,170,1142.699951
1132.599976,1139,1128.599976,1132.599976,118,1132.599976
1134.800049,1134.800049,1134.800049,1134.800049,129,1134.800049
1123.599976,1123.599976,1123.599976,1123.599976,17,1123.599976
1122,1124,1113.099976,1122,27,1122
1107.800049,1127.099976,1106.900024,1107.800049,21,1107.800049
1108,1108,1108,1108,46,1108
1101.5,1117.400024,1099.900024,1101.5,135,1101.5
1105.099976,1107.099976,1101.400024,1105.099976,21,1105.099976
1122.199951,1127,1114.5,1122.199951,66,1122.199951
1124,1131.400024,1118,1124,29,1124
1127.400024,1127.800049,1121.099976,1127.400024,86,1127.400024
1107.400024,1107.400024,1107.400024,1107.400024,54,1107.400024
1099.300049,1099.300049,1099.300049,1099.300049,71,1099.300049
1103.5,1103.5,1103.5,1103.5,16,1103.5
1088.599976,1092.400024,1085.5,1088.599976,9,1088.599976
1092.699951,1092.699951,1086.699951,1092.699951,8,1092.699951
1104.199951,1104.199951,1104.199951,1104.199951,5,1104.199951
1110.300049,1110.300049,1110.300049,1110.300049,158733,1110.300049
1109.699951,1112.900024,1101.099976,1104.5,56533,1104.5
1103.099976,1118.699951,1102,1113.300049,5950,1113.300049
1125.099976,1127.699951,1111.300049,1125.099976,2696,1125.099976
1122.300049,1133.300049,1119.900024,1132.900024,567,1132.900024
1130.800049,1138.5,1122.699951,1135.099976,2490,1135.099976
1152.300049,1153,1132.599976,1152.300049,1342,1152.300049
1152.199951,1152.300049,1144,1152.199951,254,1152.199951
1161.099976,1164.800049,1150.5,1161.099976,505,1161.099976
1161.599976,1169,1154.599976,1161.599976,483,1161.599976
1152.800049,1157,1145,1152.800049,278,1152.800049
1159,1160.599976,1151.199951,1159,162,1159
1157.5,1159.800049,1151,1159.699951,179,1159.699951
1136.300049,1160,1130.400024,1136.300049,483,1136.300049
1135.199951,1137.099976,1124,1135.199951,145,1135.199951
1138.599976,1145.800049,1136,1138.599976,80,1138.599976
1148.199951,1150,1138.400024,1148.199951,68,1148.199951
1142.300049,1144,1133.599976,1142.300049,213,1142.300049
1153.099976,1153.099976,1153.099976,1153.099976,40,1153.099976
1160.099976,1160.099976,1151.400024,1153.5,108,1153.5
1152.800049,1170.699951,1148.599976,1161.699951,213,1161.699951
1171.300049,1171.300049,1171.300049,1171.300049,299,1171.300049
1168.400024,1171.199951,1164,1168.400024,166,1168.400024
1180.099976,1181.300049,1170,1180.099976,146,1180.099976
1178.599976,1187.5,1177.300049,1182.699951,90,1182.699951
1168.599976,1191.800049,1168.300049,1168.599976,94,1168.599976
1174.599976,1177.199951,1159.199951,1174.599976,98,1174.599976
1196.900024,1210.599976,1175.900024,1196.900024,79,1196.900024
1210,1210.800049,1194.599976,1210,112,1210
1200.400024,1203.800049,1189.199951,1200.400024,118,1200.400024
1219.900024,1233.5,1201.5,1219.900024,201,1219.900024
1242.699951,1246.5,1227.099976,1242.699951,213,1242.699951
1235.300049,1240,1228.699951,1228.800049,37,1228.800049
1227.400024,1227.400024,1227.400024,1227.400024,99,1227.400024
1233.300049,1235.900024,1225.199951,1227.699951,49,1227.699951
1214.300049,1216.099976,1208.199951,1214.300049,73,1214.300049
1192.599976,1192.599976,1192.599976,1192.599976,75,1192.599976
1187.800049,1191.800049,1179.400024,1187.800049,297,1187.800049
1175.699951,1175.699951,1175.699951,1175.699951,177,1175.699951
1193.800049,1193.800049,1193.800049,1193.800049,14,1193.800049
1197.800049,1200,1195.599976,1197.800049,9,1197.800049
1213.300049,1213.300049,1213.300049,1213.300049,237497,1213.300049
1211.699951,1218.5,1205.400024,1211.900024,109434,1211.900024
1210.400024,1214.800049,1201.099976,1212.199951,12895,1212.199951
1224.800049,1228.199951,1209.300049,1224.800049,4547,1224.800049
1220.599976,1225.800049,1213.199951,1220.599976,2799,1220.599976
1208.300049,1224,1201,1208.300049,1552,1208.300049
1207.599976,1220.400024,1196.900024,1216.199951,1070,1216.199951
1239.300049,1244.699951,1211,1239.300049,859,1239.300049
1241.5,1252.099976,1234.099976,1244,763,1244
1237,1238.199951,1222,1228.5,446,1228.5
1232.800049,1233.5,1215.099976,1220.800049,488,1220.800049
1228.900024,1229.599976,1218,1228.900024,481,1228.900024
1223.199951,1232.699951,1217.699951,1223.300049,989,1223.300049
1222.599976,1236,1222.400024,1233.199951,251,1233.199951
1229.300049,1229.300049,1229.300049,1229.300049,318,1229.300049
1233.900024,1251.099976,1233.900024,1247.5,266,1247.5
1247.699951,1261.5,1242.900024,1257.199951,130,1257.199951
1257.400024,1264.800049,1232,1239.699951,219,1239.699951
1239.900024,1242.800049,1232.099976,1239.900024,172,1239.900024
1233.900024,1245.099976,1226.900024,1234.099976,100,1234.099976
1236.400024,1248.099976,1230.699951,1245.5,253,1245.5
1246.699951,1256.900024,1243.699951,1255.800049,159,1255.800049
